area_name,auto_theft_coordinated_traced,auto_theft_recovered,auto_theft_stolen,calendar_year,cases_property_recovered,cases_property_stolen,cpa_cases_registered,cpa_cases_reported_for_dept._action,cpa_cases_sent_for_trials_chargesheeted,cpa_complaints_cases_declared_false_unsubstantiated,cpa_complaints_received_alleged,cpa_no_of_departmental_enquiries,cpa_no_of_judicial_enquiries,cpa_no_of_magisterial_enquiries,cpb_police_personnel_acquitted,cpb_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpb_police_personnel_convicted,cpb_police_personnel_sent_up_for_trial,cpb_police_personnel_trial_completed,cpc_police_personnel_cases_trial_completed,cpc_police_personnel_cases_withdrawn_or_otherwise_disposed_of,cpc_police_personnel_disciplinary_action_initiated,cpc_police_personnel_dismissal_removal_from_service,cpc_police_personnel_major_punishment_awarded,cpc_police_personnel_minor_punishment_awarded,df_auto_theft,df_complaints_against_police,df_property_stolen_and_recovered,df_serious_fraud,df_victims_of_rape,group_name,loss_of_property_10_25_crores,loss_of_property_1_10_crores,loss_of_property_25_50_crores,loss_of_property_50_100_crores,loss_of_property_above_100_crores,sub_group_name,value_of_property_recovered,value_of_property_stolen,victims_above_50_yrs,victims_between_1014_yrs,victims_between_1418_yrs,victims_between_1830_yrs,victims_between_3050_yrs,victims_of_rape_total,victims_upto_10_yrs
Puducherry,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Punjab,0,0,0,2010,1353,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,275843347,170875500,0,0,0,0,0,0,0
Rajasthan,0,0,0,2010,1462,1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,36603145,37158031,0,0,0,0,0,0,0
Sikkim,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2010,139,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,31084802,32797329,0,0,0,0,0,0,0
Tripura,0,0,0,2010,9,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,75200,3085108,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2010,462,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,41235704,52327343,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,0,0,0,0,0,0,0,0,0
West Bengal,0,0,0,2010,457,1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Other heads of Property,0,0,0,0,0,6. Other Property,331606182,1092202860,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2001,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2000,40000,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2001,293,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,7149310,22872277,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2001,30,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1436973,2535439,0,0,0,0,0,0,0
Assam,0,0,0,2001,146,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3773502,16336928,0,0,0,0,0,0,0
Bihar,0,0,0,2001,441,2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,12827627,51594151,0,0,0,0,0,0,0
Chandigarh,0,0,0,2001,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,539910,727030,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2001,183,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1697760,4322038,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2001,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,682575,682575,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,0,0,0,0,0,0,0,0
Delhi,0,0,0,2001,262,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,5933935,66339228,0,0,0,0,0,0,0
Goa,0,0,0,2001,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,640780,2045375,0,0,0,0,0,0,0
Gujarat,0,0,0,2001,412,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,14124938,40522333,0,0,0,0,0,0,0
Haryana,0,0,0,2001,276,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,26308703,38952335,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2001,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1179562,1864105,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2001,40,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,5111430,10121303,0,0,0,0,0,0,0
Jharkhand,0,0,0,2001,109,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2759884,12858130,0,0,0,0,0,0,0
Karnataka,0,0,0,2001,382,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,11218599,30204787,0,0,0,0,0,0,0
Kerala,0,0,0,2001,209,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,7242012,15196285,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2001,1003,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,25960868,49184881,0,0,0,0,0,0,0
Maharashtra,0,0,0,2001,1200,2175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,43271048,153330905,0,0,0,0,0,0,0
Manipur,0,0,0,2001,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,700000,2390134,0,0,0,0,0,0,0
Meghalaya,0,0,0,2001,20,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,434700,2758872,0,0,0,0,0,0,0
Mizoram,0,0,0,2001,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,588220,795120,0,0,0,0,0,0,0
Nagaland,0,0,0,2001,17,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1700680,8088871,0,0,0,0,0,0,0
Odisha,0,0,0,2001,494,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,7436388,25937159,0,0,0,0,0,0,0
Puducherry,0,0,0,2001,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,304750,346750,0,0,0,0,0,0,0
Punjab,0,0,0,2001,80,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2312303,11610516,0,0,0,0,0,0,0
Rajasthan,0,0,0,2001,457,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,29511059,40020195,0,0,0,0,0,0,0
Sikkim,0,0,0,2001,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,600,3600,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2001,456,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,13196427,30834377,0,0,0,0,0,0,0
Tripura,0,0,0,2001,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,13650,697030,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2001,1216,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,72522868,180684922,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2001,73,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2195628,6580931,0,0,0,0,0,0,0
West Bengal,0,0,0,2001,199,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,8666704,26486786,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2002,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,39350,49300,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2002,294,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,7182440,19471642,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2002,21,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,761480,2330807,0,0,0,0,0,0,0
Assam,0,0,0,2002,168,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3675228,13045262,0,0,0,0,0,0,0
Bihar,0,0,0,2002,422,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,12998075,54116436,0,0,0,0,0,0,0
Chandigarh,0,0,0,2002,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,251775,550841,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2002,182,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2813675,8264774,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,282000,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,16000,0,0,0,0,0,0,0
Delhi,0,0,0,2002,378,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,5050032,54816824,0,0,0,0,0,0,0
Goa,0,0,0,2002,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,170410,410810,0,0,0,0,0,0,0
Gujarat,0,0,0,2002,454,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,12152390,50444547,0,0,0,0,0,0,0
Haryana,0,0,0,2002,249,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,33922016,50342798,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2002,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,447385,1071889,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2002,35,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2296950,7267872,0,0,0,0,0,0,0
Jharkhand,0,0,0,2002,181,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3638064,32622977,0,0,0,0,0,0,0
Karnataka,0,0,0,2002,481,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,24363079,41269439,0,0,0,0,0,0,0
Kerala,0,0,0,2002,243,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,6487034,22038343,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2002,1027,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,34598627,57782600,0,0,0,0,0,0,0
Maharashtra,0,0,0,2002,1076,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,45786648,149006609,0,0,0,0,0,0,0
Manipur,0,0,0,2002,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,29590,0,0,0,0,0,0,0
Meghalaya,0,0,0,2002,20,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1197902,3251058,0,0,0,0,0,0,0
Mizoram,0,0,0,2002,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,10300,60300,0,0,0,0,0,0,0
Nagaland,0,0,0,2002,31,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,695100,8262108,0,0,0,0,0,0,0
Odisha,0,0,0,2002,507,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,12824154,27674656,0,0,0,0,0,0,0
Puducherry,0,0,0,2002,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,419000,422500,0,0,0,0,0,0,0
Punjab,0,0,0,2002,85,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,8414860,22285131,0,0,0,0,0,0,0
Rajasthan,0,0,0,2002,385,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,42233688,52670735,0,0,0,0,0,0,0
Sikkim,0,0,0,2002,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,221000,340000,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2002,480,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,16282971,27693907,0,0,0,0,0,0,0
Tripura,0,0,0,2002,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,46994,563926,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2002,1003,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,78069816,129946060,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2002,71,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,1579170,6573445,0,0,0,0,0,0,0
West Bengal,0,0,0,2002,195,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,8759272,26993643,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2003,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,162350,345920,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2003,326,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,7626468,22343329,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2003,13,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,229759,1282310,0,0,0,0,0,0,0
Assam,0,0,0,2003,117,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,4226116,16001672,0,0,0,0,0,0,0
Bihar,0,0,0,2003,339,2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,9698161,58856998,0,0,0,0,0,0,0
Chandigarh,0,0,0,2003,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,632340,750340,0,0,0,0,0,0,0
Chhattisgarh,0,0,0,2003,174,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3282493,8703914,0,0,0,0,0,0,0
Dadra & Nagar Haveli,0,0,0,2003,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,334000,337200,0,0,0,0,0,0,0
Daman & Diu,0,0,0,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,0,0,0,0,0,0,0,0
Delhi,0,0,0,2003,350,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,4116700,40780214,0,0,0,0,0,0,0
Goa,0,0,0,2003,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,79510,871350,0,0,0,0,0,0,0
Gujarat,0,0,0,2003,508,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,16642701,48163574,0,0,0,0,0,0,0
Haryana,0,0,0,2003,216,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,21237086,35450325,0,0,0,0,0,0,0
Himachal Pradesh,0,0,0,2003,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,853710,1817690,0,0,0,0,0,0,0
Jammu & Kashmir,0,0,0,2003,43,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,4026030,10230764,0,0,0,0,0,0,0
Jharkhand,0,0,0,2003,214,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,4350709,17199569,0,0,0,0,0,0,0
Karnataka,0,0,0,2003,426,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,11495351,25799254,0,0,0,0,0,0,0
Kerala,0,0,0,2003,263,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,8815820,15669137,0,0,0,0,0,0,0
Lakshadweep,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,0,0,0,0,0,0,0,0,0
Madhya Pradesh,0,0,0,2003,899,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,45683930,70386234,0,0,0,0,0,0,0
Maharashtra,0,0,0,2003,1072,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,35878422,135808903,0,0,0,0,0,0,0
Manipur,0,0,0,2003,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,2600,1253600,0,0,0,0,0,0,0
Meghalaya,0,0,0,2003,9,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,232500,962084,0,0,0,0,0,0,0
Mizoram,0,0,0,2003,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,111087,142740,0,0,0,0,0,0,0
Nagaland,0,0,0,2003,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,322326,917826,0,0,0,0,0,0,0
Odisha,0,0,0,2003,518,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,11007786,20192140,0,0,0,0,0,0,0
Puducherry,0,0,0,2003,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,296550,376950,0,0,0,0,0,0,0
Punjab,0,0,0,2003,64,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,4831944,15369559,0,0,0,0,0,0,0
Rajasthan,0,0,0,2003,342,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,26645352,64963801,0,0,0,0,0,0,0
Sikkim,0,0,0,2003,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,65000,1857000,0,0,0,0,0,0,0
Tamil Nadu,0,0,0,2003,406,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,20138103,31734288,0,0,0,0,0,0,0
Tripura,0,0,0,2003,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,64820,920140,0,0,0,0,0,0,0
Uttar Pradesh,0,0,0,2003,768,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,57737540,116065877,0,0,0,0,0,0,0
Uttarakhand,0,0,0,2003,80,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3444896,7871942,0,0,0,0,0,0,0
West Bengal,0,0,0,2003,237,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,8650756,25410123,0,0,0,0,0,0,0
Andaman & Nicobar Islands,0,0,0,2004,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,62000,62000,0,0,0,0,0,0,0
Andhra Pradesh,0,0,0,2004,275,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,11176441,22674264,0,0,0,0,0,0,0
Arunachal Pradesh,0,0,0,2004,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,355334,953041,0,0,0,0,0,0,0
Assam,0,0,0,2004,113,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Yes,,,Robbery - Property,0,0,0,0,0,2. Robbery,3026409,12619548,0,0,0,0,0,0,0
